Fiscal_Year,Budget_Type,Organization_Entity,Command_Name,Pillar_Name,District_Name,Unit_Name,Feature_Category,Cost_Element,Cost_Element_Long_Name,Amount,ObjectId
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Policing Applications,Services,4970,Services & rents - general,34100,4058
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Benefits,1744,EI - Uniform,2400,4059
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4230,Business travel - other expenses,500,4060
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Benefits,1746,EI - Civilian,0,4061
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4255,Conferences / seminars,9200,4062
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Benefits,1764,CPP - Uniform,6800,4063
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4312,Courses / seminars,16400,4064
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Benefits,1765,CPP - Civilian,0,4065
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4320,Training & Development - internal,0,4066
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Benefits,1773,OMERS - Uniform,27500,4067
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4424,Contracted Services - general,23400,4068
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Benefits,1776,OMERS - Civilian,0,4069
2022,Approved Budget,1 - Toronto Police Service,Operational Support Command (Command),Operational Support Command (Pillar),Operational Support Command,Operational Support Command,Salaries,1503,Regular salaries - Uniform Sr. Officer,0,4070
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Infrastructure & Operat'ns Support Srvcs,Premium Pay,1582,Overtime premium pay - Civilian,0,4071
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,CIO's Office,Salaries,1503,Regular salaries - Uniform Sr. Officer,161200,4072
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Equipment,3310,Furnishings,0,4073
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Infrastructure Services,Salaries,1506,Regular salaries - Civilian B,3959700,4074
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4516,Repairs - technical equipment,3800,4075
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,CIO's Office,Salaries,1504,Regular salaries - Uniform,145600,4076
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Infrastructure Services,Salaries,1514,Temporary - short-term,0,4077
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Equipment,3410,Computers - hardware,0,4078
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Infrastructure & Operat'ns Support Srvcs,Premium Pay,1583,Callback premium pay - Civilian,0,4079
2022,Approved Budget,1 - Toronto Police Service,Operational Support Command (Command),Operational Support Command (Pillar),Operational Support Command,Operational Support Command,Salaries,1532,Alternate rate - Uniform Sr. Officer,0,4080
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Equipment,3420,Computers - software,289400,4081
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Infrastructure & Operat'ns Support Srvcs,Premium Pay,1584,Lieutime premium pay - Civilian,0,4082
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information&Technology Command (Pillar),Information&Technology Command,Business Relationship Management,Equipment,3410,Computers - hardware,0,4083
2022,Approved Budget,1 - Toronto Police Service,Operational Support Command (Command),Operational Support Command (Pillar),Operational Support Command,Operational Support Command,Services,4084,Public relations / promotions,0,4084
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Materials & Supplies,2010,Stationery and office supplies,9400,4085
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Infrastructure & Operat'ns Support Srvcs,Salaries,1502,Regular salaries - Civilian Sr. Officer,0,4086
2022,Approved Budget,1 - Toronto Police Service,Specialized Operations Command (Command),"Centralized Command Charges,PSC (Pillar)","Centralized Command Charges,PSC","Centralized Command Charges, PSC",Services,4608,Clean/repair furniture,2600,4087
2022,Approved Budget,1 - Toronto Police Service,Information&Technology Command (Command),Information Technology Services (Pillar),Information Technology Services,Information Technology Services,Materials & Supplies,2020,Books & Magazines,0,4088
